,10 con 100,10 con 1000,10 con 10000
0,2.115398523866276,10.071512953154516,-2.5966664302676405
1,1.1731784033807802,4.000642750380849,1.1732451057383333
2,0.23058086589671734,7.770583479096819,5.88563358294009
3,5.885578484119185,-1.6541875658920264,-0.7117099105289073
4,-2.596900762009157,4.943153962959136,6.828112617928298
5,3.0581068743008113,4.943142138937171,8.186329256822644
6,0.23076097798213624,4.943150952287257,8.713068133598862
7,4.000596551303334,4.943151692431105,4.943156848890489
8,-0.7119635861290994,-5.424098693572795,3.0582016077687957
9,7.769923053628099,3.0581976950576446,1.1732446267672785
